8.8.8.8;United States;('United States', None);('GOOGLE', IPv4Network('8.8.8.0/24'))
91.227.93.222;Russia;('Russia', None);('Autonomous state organization or The Komi Republic Centre of informational technologies', IPv4Network('91.227.92.0/22'))
